item_id,item_name,brand,quantity,location
P-SYN-0002656,Chicken Nuggets,DailySource,7,Fridge
P-SYN-0002657,Fresh Salad Mix,DailySource,11,Fridge
P-SYN-0002658,Granola Bars,DailySource,12,Pantry
P-SYN-0002659,Fresh Salad Mix,PureRoot,11,Pantry
P-SYN-0002660,Fresh Salad Mix,FarmNest,12,Pantry
P-SYN-0002661,Organic Spinach,UrbanHarvest,12,Fridge
P-SYN-0002662,Whole Milk,PureRoot,6,Pantry
P-SYN-0002663,Whole Milk,Green Valley,9,Pantry
P-SYN-0002664,Frozen Dumplings,PeakFuel,12,Fridge
P-SYN-0002665,Protein Shake,TrailJoy,1,Pantry
P-SYN-0002666,Greek Yogurt,FarmNest,8,Freezer
P-SYN-0002667,Granola Bars,Green Valley,6,Freezer
P-SYN-0002668,Chicken Nuggets,TrailJoy,10,Pantry
P-SYN-0002669,Fresh Salad Mix,FarmNest,3,Fridge
P-SYN-0002670,Granola Bars,Green Valley,6,Fridge
P-SYN-0002671,Protein Shake,SunBite,9,Freezer
P-SYN-0002672,Fresh Salad Mix,Green Valley,5,Freezer
P-SYN-0002673,Granola Bars,DailySource,4,Fridge
P-SYN-0002674,Frozen Dumplings,PeakFuel,8,Pantry
P-SYN-0002675,Whole Milk,FarmNest,5,Freezer
P-SYN-0002676,Granola Bars,PeakFuel,3,Fridge
P-SYN-0002677,Protein Shake,UrbanHarvest,10,Freezer
P-SYN-0002678,Granola Bars,SunBite,1,Pantry
P-SYN-0002679,Greek Yogurt,TrailJoy,9,Freezer
P-SYN-0002680,Protein Shake,UrbanHarvest,2,Pantry
P-SYN-0002681,Fresh Salad Mix,PureRoot,5,Freezer
P-SYN-0002682,Chicken Nuggets,PeakFuel,2,Fridge
P-SYN-0002683,Frozen Dumplings,TrailJoy,6,Fridge
P-SYN-0002684,Protein Shake,Green Valley,3,Freezer
P-SYN-0002685,Whole Milk,TrailJoy,5,Freezer
P-SYN-0002686,Whole Milk,SunBite,6,Fridge
P-SYN-0002687,Whole Milk,FarmNest,12,Fridge
P-SYN-0002688,Chicken Nuggets,UrbanHarvest,6,Pantry
P-SYN-0002689,Organic Spinach,PeakFuel,12,Pantry
P-SYN-0002690,Frozen Dumplings,FarmNest,9,Freezer
P-SYN-0002691,Whole Milk,UrbanHarvest,9,Fridge
P-SYN-0002692,Fresh Salad Mix,DailySource,6,Pantry
P-SYN-0002693,Greek Yogurt,TrailJoy,9,Fridge
P-SYN-0002694,Frozen Dumplings,TrailJoy,5,Pantry
P-SYN-0002695,Frozen Dumplings,Green Valley,12,Fridge
P-SYN-0002696,Protein Shake,SunBite,5,Freezer
P-SYN-0002697,Protein Shake,PeakFuel,3,Pantry
P-SYN-0002698,Greek Yogurt,PeakFuel,3,Fridge
P-SYN-0002699,Whole Milk,DailySource,12,Fridge
P-SYN-0002700,Organic Spinach,SunBite,3,Fridge
P-SYN-0002701,Whole Milk,FarmNest,8,Fridge
P-SYN-0002702,Granola Bars,SunBite,2,Freezer
P-SYN-0002703,Fresh Salad Mix,SunBite,4,Fridge
P-SYN-0002704,Frozen Dumplings,UrbanHarvest,11,Freezer
P-SYN-0002705,Whole Milk,TrailJoy,1,Fridge
P-SYN-0002706,Whole Milk,TrailJoy,1,Fridge
P-SYN-0002707,Organic Spinach,PeakFuel,5,Fridge
P-SYN-0002708,Chicken Nuggets,DailySource,9,Fridge
P-SYN-0002709,Frozen Dumplings,Green Valley,10,Pantry
P-SYN-0002710,Fresh Salad Mix,UrbanHarvest,10,Pantry
P-SYN-0002711,Granola Bars,UrbanHarvest,6,Freezer
P-SYN-0002712,Fresh Salad Mix,PureRoot,4,Pantry
P-SYN-0002713,Granola Bars,UrbanHarvest,5,Fridge
P-SYN-0002714,Greek Yogurt,SunBite,3,Freezer
P-SYN-0002715,Granola Bars,UrbanHarvest,3,Fridge
P-SYN-0002716,Fresh Salad Mix,PeakFuel,11,Fridge
P-SYN-0002717,Frozen Dumplings,Green Valley,7,Fridge
P-SYN-0002718,Fresh Salad Mix,PureRoot,12,Pantry
P-SYN-0002719,Frozen Dumplings,Green Valley,1,Pantry
P-SYN-0002720,Greek Yogurt,FarmNest,11,Freezer
P-SYN-0002721,Greek Yogurt,SunBite,7,Pantry
P-SYN-0002722,Greek Yogurt,PureRoot,9,Fridge
P-SYN-0002723,Greek Yogurt,SunBite,11,Freezer
P-SYN-0002724,Whole Milk,PureRoot,3,Pantry
P-SYN-0002725,Fresh Salad Mix,PureRoot,3,Fridge
P-SYN-0002726,Protein Shake,PeakFuel,8,Pantry
P-SYN-0002727,Frozen Dumplings,Green Valley,1,Freezer
P-SYN-0002728,Protein Shake,FarmNest,11,Pantry
P-SYN-0002729,Whole Milk,DailySource,3,Fridge
P-SYN-0002730,Chicken Nuggets,Green Valley,12,Fridge
P-SYN-0002731,Greek Yogurt,FarmNest,1,Fridge
P-SYN-0002732,Chicken Nuggets,PeakFuel,9,Freezer
P-SYN-0002733,Chicken Nuggets,FarmNest,5,Fridge
P-SYN-0002734,Chicken Nuggets,SunBite,3,Pantry
P-SYN-0002735,Whole Milk,SunBite,5,Freezer
P-SYN-0002736,Greek Yogurt,Green Valley,6,Pantry
P-SYN-0002737,Organic Spinach,FarmNest,11,Pantry
P-SYN-0002738,Fresh Salad Mix,Green Valley,7,Fridge
P-SYN-0002739,Granola Bars,Green Valley,3,Fridge
P-SYN-0002740,Granola Bars,Green Valley,7,Freezer
P-SYN-0002741,Granola Bars,DailySource,5,Freezer
P-SYN-0002742,Fresh Salad Mix,UrbanHarvest,1,Pantry
P-SYN-0002743,Organic Spinach,PeakFuel,2,Pantry
P-SYN-0002744,Whole Milk,PureRoot,7,Pantry
P-SYN-0002745,Granola Bars,TrailJoy,1,Fridge
P-SYN-0002746,Fresh Salad Mix,UrbanHarvest,11,Freezer
P-SYN-0002747,Fresh Salad Mix,FarmNest,4,Pantry
P-SYN-0002748,Chicken Nuggets,DailySource,12,Freezer
P-SYN-0002749,Whole Milk,PureRoot,12,Pantry
P-SYN-0002750,Protein Shake,SunBite,4,Freezer
P-SYN-0002751,Organic Spinach,PureRoot,11,Fridge
P-SYN-0002752,Greek Yogurt,Green Valley,2,Fridge
P-SYN-0002753,Protein Shake,PureRoot,1,Freezer
P-SYN-0002754,Chicken Nuggets,PeakFuel,11,Freezer
P-SYN-0002755,Frozen Dumplings,Green Valley,4,Pantry
P-SYN-0002756,Organic Spinach,TrailJoy,6,Fridge
P-SYN-0002757,Granola Bars,UrbanHarvest,12,Fridge
P-SYN-0002758,Greek Yogurt,PeakFuel,5,Fridge
P-SYN-0002759,Frozen Dumplings,PeakFuel,8,Pantry
P-SYN-0002760,Organic Spinach,UrbanHarvest,4,Freezer
P-SYN-0002761,Chicken Nuggets,FarmNest,9,Fridge
P-SYN-0002762,Whole Milk,SunBite,12,Freezer
P-SYN-0002763,Chicken Nuggets,TrailJoy,11,Fridge
P-SYN-0002764,Whole Milk,TrailJoy,3,Pantry
P-SYN-0002765,Fresh Salad Mix,DailySource,1,Pantry
P-SYN-0002766,Granola Bars,PureRoot,11,Pantry
P-SYN-0002767,Fresh Salad Mix,UrbanHarvest,7,Pantry
P-SYN-0002768,Greek Yogurt,FarmNest,6,Pantry
P-SYN-0002769,Greek Yogurt,FarmNest,9,Fridge
P-SYN-0002770,Organic Spinach,SunBite,9,Fridge
P-SYN-0002771,Greek Yogurt,TrailJoy,6,Fridge
P-SYN-0002772,Organic Spinach,PureRoot,9,Pantry
P-SYN-0002773,Whole Milk,PureRoot,9,Pantry
P-SYN-0002774,Granola Bars,PureRoot,8,Freezer
P-SYN-0002775,Chicken Nuggets,Green Valley,10,Freezer
P-SYN-0002776,Granola Bars,UrbanHarvest,9,Fridge
P-SYN-0002777,Chicken Nuggets,PeakFuel,12,Freezer
P-SYN-0002778,Whole Milk,DailySource,6,Fridge
P-SYN-0002779,Frozen Dumplings,TrailJoy,6,Pantry
P-SYN-0002780,Protein Shake,SunBite,8,Freezer
P-SYN-0002781,Whole Milk,UrbanHarvest,10,Pantry
P-SYN-0002782,Greek Yogurt,DailySource,5,Pantry
P-SYN-0002783,Chicken Nuggets,PeakFuel,2,Pantry
P-SYN-0002784,Frozen Dumplings,PeakFuel,9,Freezer
P-SYN-0002785,Greek Yogurt,PureRoot,8,Freezer
P-SYN-0002786,Frozen Dumplings,SunBite,10,Pantry
P-SYN-0002787,Chicken Nuggets,PureRoot,5,Freezer
P-SYN-0002788,Protein Shake,PeakFuel,10,Freezer
P-SYN-0002789,Whole Milk,UrbanHarvest,2,Freezer
P-SYN-0002790,Fresh Salad Mix,PeakFuel,2,Pantry
P-SYN-0002791,Fresh Salad Mix,DailySource,9,Pantry
P-SYN-0002792,Fresh Salad Mix,TrailJoy,12,Fridge
P-SYN-0002793,Organic Spinach,TrailJoy,6,Pantry
P-SYN-0002794,Greek Yogurt,Green Valley,2,Freezer
P-SYN-0002795,Protein Shake,Green Valley,2,Pantry
P-SYN-0002796,Whole Milk,DailySource,11,Pantry
P-SYN-0002797,Greek Yogurt,FarmNest,5,Fridge
P-SYN-0002798,Greek Yogurt,PeakFuel,9,Pantry
P-SYN-0002799,Protein Shake,PeakFuel,11,Pantry
P-SYN-0002800,Greek Yogurt,DailySource,7,Freezer
P-SYN-0002801,Organic Spinach,PeakFuel,7,Pantry
P-SYN-0002802,Organic Spinach,SunBite,11,Pantry
P-SYN-0002803,Organic Spinach,PeakFuel,1,Fridge
P-SYN-0002804,Protein Shake,PeakFuel,9,Fridge
P-SYN-0002805,Frozen Dumplings,UrbanHarvest,4,Freezer
P-SYN-0002806,Protein Shake,UrbanHarvest,9,Freezer
P-SYN-0002807,Fresh Salad Mix,DailySource,2,Freezer
P-SYN-0002808,Whole Milk,PeakFuel,5,Freezer
P-SYN-0002809,Organic Spinach,UrbanHarvest,4,Pantry
P-SYN-0002810,Greek Yogurt,PureRoot,1,Pantry
P-SYN-0002811,Fresh Salad Mix,DailySource,5,Pantry
P-SYN-0002812,Fresh Salad Mix,FarmNest,8,Fridge
P-SYN-0002813,Organic Spinach,UrbanHarvest,12,Fridge
P-SYN-0002814,Fresh Salad Mix,PeakFuel,10,Pantry
P-SYN-0002815,Frozen Dumplings,SunBite,10,Pantry
P-SYN-0002816,Greek Yogurt,UrbanHarvest,7,Freezer
P-SYN-0002817,Greek Yogurt,UrbanHarvest,12,Fridge
P-SYN-0002818,Greek Yogurt,SunBite,6,Freezer
P-SYN-0002819,Protein Shake,TrailJoy,1,Pantry
P-SYN-0002820,Chicken Nuggets,DailySource,6,Freezer
P-SYN-0002821,Greek Yogurt,SunBite,3,Freezer
P-SYN-0002822,Greek Yogurt,PureRoot,5,Fridge
P-SYN-0002823,Whole Milk,PureRoot,8,Pantry
P-SYN-0002824,Granola Bars,PeakFuel,12,Freezer
P-SYN-0002825,Organic Spinach,DailySource,9,Pantry
P-SYN-0002826,Organic Spinach,DailySource,6,Fridge
P-SYN-0002827,Frozen Dumplings,SunBite,8,Freezer
P-SYN-0002828,Whole Milk,UrbanHarvest,2,Fridge
P-SYN-0002829,Granola Bars,PeakFuel,2,Freezer
P-SYN-0002830,Greek Yogurt,UrbanHarvest,4,Pantry
P-SYN-0002831,Frozen Dumplings,PureRoot,5,Pantry
P-SYN-0002832,Greek Yogurt,TrailJoy,9,Pantry
P-SYN-0002833,Whole Milk,DailySource,5,Freezer
P-SYN-0002834,Chicken Nuggets,PureRoot,6,Freezer
P-SYN-0002835,Whole Milk,Green Valley,8,Fridge
P-SYN-0002836,Whole Milk,UrbanHarvest,5,Pantry
P-SYN-0002837,Granola Bars,TrailJoy,11,Freezer
P-SYN-0002838,Protein Shake,PureRoot,9,Freezer
P-SYN-0002839,Chicken Nuggets,SunBite,6,Freezer
P-SYN-0002840,Greek Yogurt,FarmNest,12,Fridge
P-SYN-0002841,Granola Bars,Green Valley,8,Freezer
P-SYN-0002842,Protein Shake,PeakFuel,2,Freezer
P-SYN-0002843,Protein Shake,UrbanHarvest,10,Freezer
P-SYN-0002844,Chicken Nuggets,SunBite,1,Pantry
P-SYN-0002845,Organic Spinach,SunBite,2,Freezer
P-SYN-0002846,Granola Bars,DailySource,8,Fridge
P-SYN-0002847,Granola Bars,PeakFuel,4,Pantry
P-SYN-0002848,Frozen Dumplings,PeakFuel,12,Pantry
P-SYN-0002849,Chicken Nuggets,FarmNest,3,Freezer
P-SYN-0002850,Whole Milk,DailySource,9,Freezer
P-SYN-0002851,Fresh Salad Mix,PeakFuel,2,Fridge
P-SYN-0002852,Whole Milk,PeakFuel,11,Pantry
P-SYN-0002853,Chicken Nuggets,PeakFuel,2,Freezer
P-SYN-0002854,Whole Milk,UrbanHarvest,8,Fridge
P-SYN-0002855,Whole Milk,FarmNest,4,Fridge
P-SYN-0002856,Whole Milk,UrbanHarvest,6,Pantry
P-SYN-0002857,Organic Spinach,UrbanHarvest,8,Pantry
P-SYN-0002858,Granola Bars,DailySource,6,Pantry
P-SYN-0002859,Frozen Dumplings,PureRoot,7,Fridge
P-SYN-0002860,Greek Yogurt,PeakFuel,11,Pantry
P-SYN-0002861,Frozen Dumplings,TrailJoy,7,Fridge
P-SYN-0002862,Protein Shake,TrailJoy,12,Pantry
P-SYN-0002863,Granola Bars,DailySource,1,Freezer
P-SYN-0002864,Organic Spinach,DailySource,2,Freezer
P-SYN-0002865,Fresh Salad Mix,DailySource,11,Pantry
P-SYN-0002866,Frozen Dumplings,PeakFuel,12,Freezer
P-SYN-0002867,Chicken Nuggets,TrailJoy,5,Fridge
P-SYN-0002868,Whole Milk,UrbanHarvest,10,Freezer
P-SYN-0002869,Organic Spinach,TrailJoy,8,Freezer
P-SYN-0002870,Whole Milk,PureRoot,1,Fridge
P-SYN-0002871,Chicken Nuggets,Green Valley,4,Pantry
P-SYN-0002872,Fresh Salad Mix,SunBite,1,Fridge
P-SYN-0002873,Chicken Nuggets,UrbanHarvest,10,Pantry
P-SYN-0002874,Organic Spinach,Green Valley,2,Freezer
P-SYN-0002875,Organic Spinach,PureRoot,8,Pantry
P-SYN-0002876,Granola Bars,Green Valley,8,Pantry
P-SYN-0002877,Fresh Salad Mix,FarmNest,9,Freezer
P-SYN-0002878,Whole Milk,SunBite,7,Pantry
P-SYN-0002879,Greek Yogurt,SunBite,12,Freezer
P-SYN-0002880,Protein Shake,PureRoot,8,Freezer
P-SYN-0002881,Protein Shake,UrbanHarvest,4,Freezer
P-SYN-0002882,Chicken Nuggets,TrailJoy,6,Pantry
P-SYN-0002883,Whole Milk,PureRoot,1,Freezer
P-SYN-0002884,Organic Spinach,DailySource,3,Fridge
P-SYN-0002885,Protein Shake,PeakFuel,2,Fridge
P-SYN-0002886,Protein Shake,UrbanHarvest,2,Fridge
P-SYN-0002887,Organic Spinach,SunBite,5,Fridge
P-SYN-0002888,Organic Spinach,DailySource,5,Fridge
P-SYN-0002889,Chicken Nuggets,PeakFuel,10,Fridge
P-SYN-0002890,Fresh Salad Mix,PureRoot,11,Fridge
P-SYN-0002891,Whole Milk,DailySource,12,Pantry
P-SYN-0002892,Fresh Salad Mix,DailySource,2,Pantry
P-SYN-0002893,Granola Bars,Green Valley,4,Pantry
P-SYN-0002894,Organic Spinach,Green Valley,8,Pantry
P-SYN-0002895,Protein Shake,UrbanHarvest,11,Freezer
P-SYN-0002896,Whole Milk,FarmNest,7,Fridge
P-SYN-0002897,Greek Yogurt,UrbanHarvest,3,Pantry
P-SYN-0002898,Fresh Salad Mix,TrailJoy,12,Freezer
P-SYN-0002899,Granola Bars,SunBite,3,Pantry
P-SYN-0002900,Fresh Salad Mix,PureRoot,10,Fridge
P-SYN-0002901,Frozen Dumplings,FarmNest,11,Fridge
P-SYN-0002902,Protein Shake,FarmNest,2,Freezer
P-SYN-0002903,Greek Yogurt,UrbanHarvest,3,Freezer
P-SYN-0002904,Frozen Dumplings,SunBite,10,Freezer
P-SYN-0002905,Greek Yogurt,UrbanHarvest,10,Freezer
P-SYN-0002906,Fresh Salad Mix,UrbanHarvest,8,Freezer
P-SYN-0002907,Granola Bars,PureRoot,6,Pantry
P-SYN-0002908,Protein Shake,FarmNest,6,Pantry
P-SYN-0002909,Whole Milk,PeakFuel,5,Fridge
P-SYN-0002910,Frozen Dumplings,SunBite,12,Pantry
P-SYN-0002911,Whole Milk,SunBite,4,Freezer
P-SYN-0002912,Chicken Nuggets,TrailJoy,9,Fridge
P-SYN-0002913,Whole Milk,FarmNest,1,Fridge
P-SYN-0002914,Frozen Dumplings,TrailJoy,8,Pantry
P-SYN-0002915,Fresh Salad Mix,PeakFuel,2,Pantry
P-SYN-0002916,Granola Bars,DailySource,2,Freezer
P-SYN-0002917,Fresh Salad Mix,FarmNest,3,Fridge
P-SYN-0002918,Frozen Dumplings,PeakFuel,11,Pantry
P-SYN-0002919,Protein Shake,TrailJoy,4,Freezer
P-SYN-0002920,Granola Bars,Green Valley,2,Fridge
P-SYN-0002921,Greek Yogurt,DailySource,3,Pantry
P-SYN-0002922,Protein Shake,PureRoot,1,Fridge
P-SYN-0002923,Organic Spinach,DailySource,7,Freezer
P-SYN-0002924,Chicken Nuggets,DailySource,1,Pantry
P-SYN-0002925,Organic Spinach,PureRoot,11,Pantry
P-SYN-0002926,Chicken Nuggets,PureRoot,2,Pantry
P-SYN-0002927,Protein Shake,DailySource,7,Fridge
P-SYN-0002928,Whole Milk,Green Valley,8,Freezer
P-SYN-0002929,Chicken Nuggets,SunBite,11,Freezer
P-SYN-0002930,Greek Yogurt,SunBite,8,Fridge
P-SYN-0002931,Organic Spinach,PeakFuel,9,Pantry
P-SYN-0002932,Fresh Salad Mix,Green Valley,11,Freezer
P-SYN-0002933,Frozen Dumplings,PureRoot,10,Fridge
P-SYN-0002934,Organic Spinach,TrailJoy,11,Fridge
P-SYN-0002935,Fresh Salad Mix,PeakFuel,11,Freezer
P-SYN-0002936,Fresh Salad Mix,PeakFuel,10,Freezer
P-SYN-0002937,Chicken Nuggets,PeakFuel,2,Pantry
P-SYN-0002938,Frozen Dumplings,PureRoot,1,Freezer
P-SYN-0002939,Protein Shake,Green Valley,7,Freezer
P-SYN-0002940,Organic Spinach,DailySource,11,Fridge
P-SYN-0002941,Protein Shake,PeakFuel,3,Freezer
P-SYN-0002942,Frozen Dumplings,DailySource,11,Fridge
P-SYN-0002943,Frozen Dumplings,SunBite,12,Freezer
P-SYN-0002944,Frozen Dumplings,TrailJoy,7,Pantry
P-SYN-0002945,Greek Yogurt,PureRoot,8,Fridge
P-SYN-0002946,Chicken Nuggets,PeakFuel,3,Fridge
P-SYN-0002947,Whole Milk,TrailJoy,2,Pantry
P-SYN-0002948,Protein Shake,PureRoot,12,Fridge
P-SYN-0002949,Whole Milk,FarmNest,7,Fridge
P-SYN-0002950,Greek Yogurt,FarmNest,2,Freezer
P-SYN-0002951,Organic Spinach,DailySource,6,Freezer
P-SYN-0002952,Organic Spinach,FarmNest,10,Fridge
P-SYN-0002953,Protein Shake,UrbanHarvest,9,Fridge
P-SYN-0002954,Granola Bars,TrailJoy,11,Pantry
P-SYN-0002955,Frozen Dumplings,Green Valley,7,Freezer
P-SYN-0002956,Chicken Nuggets,TrailJoy,6,Fridge
P-SYN-0002957,Chicken Nuggets,PeakFuel,6,Freezer
P-SYN-0002958,Fresh Salad Mix,TrailJoy,12,Pantry
P-SYN-0002959,Whole Milk,SunBite,1,Fridge
P-SYN-0002960,Frozen Dumplings,PeakFuel,1,Fridge
P-SYN-0002961,Greek Yogurt,TrailJoy,4,Fridge
P-SYN-0002962,Whole Milk,UrbanHarvest,9,Pantry
P-SYN-0002963,Chicken Nuggets,Green Valley,4,Freezer
P-SYN-0002964,Chicken Nuggets,SunBite,8,Freezer
P-SYN-0002965,Frozen Dumplings,DailySource,12,Fridge
P-SYN-0002966,Protein Shake,Green Valley,6,Freezer
P-SYN-0002967,Chicken Nuggets,Green Valley,10,Freezer
P-SYN-0002968,Frozen Dumplings,FarmNest,5,Pantry
P-SYN-0002969,Fresh Salad Mix,Green Valley,6,Fridge
P-SYN-0002970,Fresh Salad Mix,PeakFuel,9,Fridge
P-SYN-0002971,Whole Milk,TrailJoy,4,Freezer
P-SYN-0002972,Fresh Salad Mix,PeakFuel,2,Pantry
P-SYN-0002973,Chicken Nuggets,PureRoot,8,Freezer
P-SYN-0002974,Fresh Salad Mix,Green Valley,1,Freezer
P-SYN-0002975,Granola Bars,TrailJoy,5,Freezer
P-SYN-0002976,Chicken Nuggets,TrailJoy,2,Pantry
P-SYN-0002977,Chicken Nuggets,TrailJoy,1,Fridge
P-SYN-0002978,Protein Shake,FarmNest,5,Pantry
P-SYN-0002979,Fresh Salad Mix,DailySource,6,Freezer
P-SYN-0002980,Granola Bars,UrbanHarvest,2,Fridge
P-SYN-0002981,Granola Bars,PeakFuel,9,Fridge
P-SYN-0002982,Granola Bars,DailySource,12,Fridge
P-SYN-0002983,Frozen Dumplings,SunBite,6,Freezer
P-SYN-0002984,Organic Spinach,UrbanHarvest,5,Fridge
P-SYN-0002985,Chicken Nuggets,Green Valley,8,Pantry
P-SYN-0002986,Whole Milk,PeakFuel,8,Freezer
P-SYN-0002987,Frozen Dumplings,SunBite,2,Fridge
P-SYN-0002988,Chicken Nuggets,DailySource,7,Freezer
P-SYN-0002989,Chicken Nuggets,UrbanHarvest,5,Pantry
P-SYN-0002990,Whole Milk,PureRoot,6,Freezer
P-SYN-0002991,Greek Yogurt,DailySource,3,Fridge
P-SYN-0002992,Fresh Salad Mix,TrailJoy,5,Pantry
P-SYN-0002993,Whole Milk,PeakFuel,11,Fridge
P-SYN-0002994,Protein Shake,Green Valley,10,Pantry
P-SYN-0002995,Granola Bars,PureRoot,9,Freezer
P-SYN-0002996,Fresh Salad Mix,Green Valley,7,Freezer
P-SYN-0002997,Greek Yogurt,PureRoot,2,Fridge
P-SYN-0002998,Greek Yogurt,PureRoot,9,Freezer
P-SYN-0002999,Organic Spinach,DailySource,8,Freezer
P-SYN-0003000,Chicken Nuggets,UrbanHarvest,8,Fridge
P-SYN-0003001,Protein Shake,PureRoot,3,Freezer
P-SYN-0003002,Protein Shake,DailySource,8,Pantry
P-SYN-0003003,Greek Yogurt,DailySource,2,Pantry
P-SYN-0003004,Frozen Dumplings,Green Valley,8,Fridge
P-SYN-0003005,Whole Milk,SunBite,3,Pantry
P-SYN-0003006,Fresh Salad Mix,FarmNest,3,Pantry
P-SYN-0003007,Organic Spinach,PureRoot,9,Pantry
P-SYN-0003008,Greek Yogurt,PeakFuel,4,Fridge
P-SYN-0003009,Protein Shake,TrailJoy,11,Fridge
P-SYN-0003010,Organic Spinach,FarmNest,4,Pantry
P-SYN-0003011,Protein Shake,PeakFuel,5,Freezer
P-SYN-0003012,Organic Spinach,PureRoot,12,Fridge
P-SYN-0003013,Fresh Salad Mix,PeakFuel,12,Fridge
P-SYN-0003014,Organic Spinach,PureRoot,10,Freezer
P-SYN-0003015,Greek Yogurt,TrailJoy,6,Freezer
P-SYN-0003016,Fresh Salad Mix,UrbanHarvest,3,Pantry
P-SYN-0003017,Granola Bars,SunBite,3,Pantry
P-SYN-0003018,Whole Milk,TrailJoy,8,Pantry
P-SYN-0003019,Organic Spinach,Green Valley,7,Freezer
P-SYN-0003020,Granola Bars,UrbanHarvest,5,Pantry
P-SYN-0003021,Chicken Nuggets,UrbanHarvest,4,Fridge
P-SYN-0003022,Frozen Dumplings,Green Valley,5,Fridge
P-SYN-0003023,Whole Milk,UrbanHarvest,5,Fridge
P-SYN-0003024,Organic Spinach,UrbanHarvest,4,Freezer
P-SYN-0003025,Fresh Salad Mix,PeakFuel,3,Freezer
P-SYN-0003026,Whole Milk,Green Valley,8,Pantry
P-SYN-0003027,Fresh Salad Mix,DailySource,9,Freezer
P-SYN-0003028,Organic Spinach,FarmNest,1,Fridge
P-SYN-0003029,Greek Yogurt,FarmNest,2,Fridge
P-SYN-0003030,Frozen Dumplings,DailySource,1,Fridge
P-SYN-0003031,Whole Milk,PureRoot,7,Fridge
P-SYN-0003032,Greek Yogurt,DailySource,10,Pantry
P-SYN-0003033,Chicken Nuggets,FarmNest,9,Freezer
P-SYN-0003034,Protein Shake,SunBite,5,Fridge
P-SYN-0003035,Granola Bars,UrbanHarvest,7,Fridge
P-SYN-0003036,Frozen Dumplings,DailySource,11,Pantry
P-SYN-0003037,Fresh Salad Mix,PeakFuel,5,Fridge
P-SYN-0003038,Fresh Salad Mix,Green Valley,4,Fridge
P-SYN-0003039,Greek Yogurt,Green Valley,8,Fridge
P-SYN-0003040,Organic Spinach,UrbanHarvest,2,Pantry
P-SYN-0003041,Organic Spinach,FarmNest,9,Freezer
P-SYN-0003042,Granola Bars,UrbanHarvest,11,Fridge
P-SYN-0003043,Greek Yogurt,Green Valley,3,Pantry
P-SYN-0003044,Greek Yogurt,Green Valley,2,Pantry
P-SYN-0003045,Chicken Nuggets,UrbanHarvest,5,Freezer
P-SYN-0003046,Granola Bars,SunBite,7,Freezer
P-SYN-0003047,Chicken Nuggets,FarmNest,11,Pantry
P-SYN-0003048,Frozen Dumplings,Green Valley,5,Freezer
P-SYN-0003049,Fresh Salad Mix,FarmNest,8,Freezer
P-SYN-0003050,Organic Spinach,SunBite,6,Fridge
P-SYN-0003051,Fresh Salad Mix,DailySource,5,Freezer
P-SYN-0003052,Greek Yogurt,Green Valley,4,Pantry
P-SYN-0003053,Fresh Salad Mix,Green Valley,8,Pantry
P-SYN-0003054,Whole Milk,PeakFuel,12,Pantry
P-SYN-0003055,Protein Shake,TrailJoy,1,Pantry
P-SYN-0003056,Whole Milk,DailySource,3,Fridge
P-SYN-0003057,Protein Shake,PureRoot,9,Pantry
P-SYN-0003058,Organic Spinach,PureRoot,1,Fridge
P-SYN-0003059,Granola Bars,UrbanHarvest,8,Pantry
P-SYN-0003060,Greek Yogurt,TrailJoy,3,Freezer
P-SYN-0003061,Chicken Nuggets,SunBite,5,Pantry
P-SYN-0003062,Whole Milk,SunBite,10,Pantry
P-SYN-0003063,Chicken Nuggets,Green Valley,2,Freezer
P-SYN-0003064,Organic Spinach,SunBite,10,Freezer
P-SYN-0003065,Chicken Nuggets,DailySource,11,Fridge
P-SYN-0003066,Organic Spinach,FarmNest,6,Fridge
P-SYN-0003067,Greek Yogurt,Green Valley,2,Pantry
P-SYN-0003068,Greek Yogurt,UrbanHarvest,3,Fridge
P-SYN-0003069,Protein Shake,FarmNest,10,Freezer
P-SYN-0003070,Organic Spinach,PeakFuel,10,Pantry
P-SYN-0003071,Protein Shake,DailySource,10,Freezer
P-SYN-0003072,Greek Yogurt,SunBite,6,Pantry
P-SYN-0003073,Whole Milk,UrbanHarvest,2,Fridge
P-SYN-0003074,Fresh Salad Mix,TrailJoy,10,Pantry
P-SYN-0003075,Chicken Nuggets,SunBite,5,Pantry
P-SYN-0003076,Greek Yogurt,Green Valley,8,Freezer
P-SYN-0003077,Chicken Nuggets,PeakFuel,12,Fridge
P-SYN-0003078,Granola Bars,FarmNest,5,Pantry
P-SYN-0003079,Chicken Nuggets,TrailJoy,10,Freezer
P-SYN-0003080,Greek Yogurt,PureRoot,3,Freezer
P-SYN-0003081,Frozen Dumplings,TrailJoy,12,Fridge
P-SYN-0003082,Greek Yogurt,PeakFuel,11,Pantry
P-SYN-0003083,Chicken Nuggets,DailySource,4,Pantry
P-SYN-0003084,Fresh Salad Mix,DailySource,8,Fridge
P-SYN-0003085,Granola Bars,PeakFuel,4,Pantry
P-SYN-0003086,Granola Bars,TrailJoy,11,Freezer
P-SYN-0003087,Granola Bars,DailySource,9,Freezer
P-SYN-0003088,Greek Yogurt,PureRoot,6,Freezer
P-SYN-0003089,Frozen Dumplings,UrbanHarvest,7,Pantry
P-SYN-0003090,Granola Bars,TrailJoy,9,Pantry
