recall_id,event_date,product_name,brand,reason,classification,states
R-SYN-0000516,2026-02-21,Granola Bars,Green Valley,Listeria monocytogenes risk,I,OR;CO
R-SYN-0000517,2025-12-14,Frozen Dumplings,DailySource,Possible metal fragments,I,OR;AZ;CA;WA
R-SYN-0000518,2026-03-16,Whole Milk,TrailJoy,Packaging integrity issue,II,OR;AZ
R-SYN-0000519,2026-02-18,Chicken Nuggets,DailySource,Potential E. coli contamination,II,NY;UT;AZ;CO
R-SYN-0000520,2026-02-06,Fresh Salad Mix,SunBite,Potential E. coli contamination,I,OR;UT;CO
R-SYN-0000521,2026-01-08,Fresh Salad Mix,PeakFuel,Listeria monocytogenes risk,II,UT;CO;WA;TX
R-SYN-0000522,2026-03-08,Organic Spinach,FarmNest,Undeclared peanut allergen,II,TX;WA;UT;CO
R-SYN-0000523,2026-03-18,Frozen Dumplings,SunBite,Listeria monocytogenes risk,II,ALL
R-SYN-0000524,2026-02-09,Frozen Dumplings,SunBite,Possible metal fragments,II,ALL
R-SYN-0000525,2025-12-02,Fresh Salad Mix,PeakFuel,Undeclared peanut allergen,I,NY;UT;OR;TX
R-SYN-0000526,2026-03-28,Organic Spinach,UrbanHarvest,Possible metal fragments,III,OR;CO;TX;AZ
R-SYN-0000527,2026-01-21,Greek Yogurt,DailySource,Packaging integrity issue,II,OR;AZ;WA;UT
R-SYN-0000528,2026-03-02,Frozen Dumplings,DailySource,Possible metal fragments,II,CA;UT;OR
R-SYN-0000529,2025-12-17,Greek Yogurt,UrbanHarvest,Possible metal fragments,II,ALL
R-SYN-0000530,2025-12-03,Chicken Nuggets,DailySource,Possible metal fragments,I,WA;CA;OR
R-SYN-0000531,2026-02-12,Protein Shake,PureRoot,Packaging integrity issue,II,NV;UT;TX;NY
R-SYN-0000532,2026-03-21,Fresh Salad Mix,TrailJoy,Packaging integrity issue,II,OR;UT;AZ;NV
R-SYN-0000533,2026-01-22,Granola Bars,PureRoot,Undeclared peanut allergen,III,TX;CO;OR
R-SYN-0000534,2026-02-02,Granola Bars,DailySource,Undeclared peanut allergen,I,CA;NY;UT;CO
R-SYN-0000535,2026-02-25,Greek Yogurt,DailySource,Potential E. coli contamination,I,WA;AZ;UT
R-SYN-0000536,2026-02-20,Chicken Nuggets,UrbanHarvest,Listeria monocytogenes risk,II,ALL
R-SYN-0000537,2026-03-21,Greek Yogurt,Green Valley,Possible metal fragments,II,ALL
R-SYN-0000538,2026-01-30,Greek Yogurt,TrailJoy,Possible metal fragments,III,WA;NV
R-SYN-0000539,2025-12-23,Chicken Nuggets,TrailJoy,Potential E. coli contamination,I,UT;WA
R-SYN-0000540,2026-01-30,Fresh Salad Mix,PeakFuel,Possible metal fragments,I,UT;TX;NY;WA
R-SYN-0000541,2026-01-09,Granola Bars,TrailJoy,Possible metal fragments,III,TX;WA
R-SYN-0000542,2026-01-09,Fresh Salad Mix,UrbanHarvest,Potential E. coli contamination,I,NV;WA
R-SYN-0000543,2026-03-30,Organic Spinach,DailySource,Packaging integrity issue,I,NY;CO
R-SYN-0000544,2026-03-20,Whole Milk,Green Valley,Potential E. coli contamination,II,TX;NY;WA;UT
R-SYN-0000545,2026-02-19,Whole Milk,DailySource,Undeclared peanut allergen,I,NY;OR;CA;WA
R-SYN-0000546,2025-12-31,Chicken Nuggets,PeakFuel,Packaging integrity issue,II,UT;AZ
R-SYN-0000547,2026-02-18,Chicken Nuggets,PeakFuel,Packaging integrity issue,III,UT;NY
R-SYN-0000548,2026-02-02,Granola Bars,PeakFuel,Packaging integrity issue,II,ALL
R-SYN-0000549,2026-01-09,Fresh Salad Mix,FarmNest,Potential E. coli contamination,II,WA;AZ;CO;CA
R-SYN-0000550,2026-01-06,Fresh Salad Mix,TrailJoy,Packaging integrity issue,II,OR;AZ
R-SYN-0000551,2026-02-07,Whole Milk,SunBite,Potential E. coli contamination,II,ALL
R-SYN-0000552,2025-12-15,Greek Yogurt,FarmNest,Potential E. coli contamination,I,CA;NV
R-SYN-0000553,2026-01-06,Chicken Nuggets,PeakFuel,Potential E. coli contamination,II,CA;WA
R-SYN-0000554,2026-01-07,Chicken Nuggets,SunBite,Listeria monocytogenes risk,III,ALL
R-SYN-0000555,2026-01-19,Fresh Salad Mix,UrbanHarvest,Potential E. coli contamination,III,TX;OR
R-SYN-0000556,2026-03-22,Protein Shake,SunBite,Potential E. coli contamination,II,WA;UT
R-SYN-0000557,2026-01-18,Greek Yogurt,PureRoot,Potential E. coli contamination,II,CO;NV;CA;TX
R-SYN-0000558,2025-12-20,Greek Yogurt,PureRoot,Packaging integrity issue,I,CO;AZ;NY;OR
R-SYN-0000559,2026-02-18,Whole Milk,PureRoot,Listeria monocytogenes risk,III,UT;WA
R-SYN-0000560,2026-02-11,Granola Bars,UrbanHarvest,Listeria monocytogenes risk,II,CA;OR;CO;UT
R-SYN-0000561,2026-01-24,Greek Yogurt,PeakFuel,Potential E. coli contamination,I,CA;OR;CO
R-SYN-0000562,2026-01-25,Greek Yogurt,SunBite,Potential E. coli contamination,II,AZ;WA;TX
R-SYN-0000563,2026-02-27,Granola Bars,SunBite,Packaging integrity issue,II,TX;AZ;NV;WA
R-SYN-0000564,2026-03-09,Chicken Nuggets,SunBite,Packaging integrity issue,II,ALL
R-SYN-0000565,2025-12-18,Fresh Salad Mix,SunBite,Potential E. coli contamination,III,NV;TX;UT
R-SYN-0000566,2025-12-23,Protein Shake,Green Valley,Listeria monocytogenes risk,I,UT;NY;CO
R-SYN-0000567,2026-01-26,Protein Shake,FarmNest,Potential E. coli contamination,II,UT;TX;CO
R-SYN-0000568,2026-02-04,Granola Bars,PureRoot,Undeclared peanut allergen,I,ALL
R-SYN-0000569,2026-01-17,Organic Spinach,PureRoot,Possible metal fragments,I,NY;UT;WA;OR
R-SYN-0000570,2026-03-06,Chicken Nuggets,PureRoot,Packaging integrity issue,I,UT;WA;TX;CA
R-SYN-0000571,2026-02-25,Fresh Salad Mix,UrbanHarvest,Packaging integrity issue,I,AZ;UT;TX
R-SYN-0000572,2026-02-18,Whole Milk,Green Valley,Possible metal fragments,I,NY;CO;CA
R-SYN-0000573,2025-12-03,Protein Shake,TrailJoy,Possible metal fragments,I,TX;CA
R-SYN-0000574,2026-02-28,Greek Yogurt,PeakFuel,Potential E. coli contamination,I,CO;UT;CA
R-SYN-0000575,2026-02-17,Protein Shake,TrailJoy,Undeclared peanut allergen,II,CO;NY;AZ;NV
R-SYN-0000576,2026-01-05,Organic Spinach,PureRoot,Packaging integrity issue,III,NY;CA;UT
R-SYN-0000577,2026-03-06,Granola Bars,Green Valley,Listeria monocytogenes risk,II,ALL
R-SYN-0000578,2026-02-10,Granola Bars,UrbanHarvest,Potential E. coli contamination,I,NV;WA;CO;OR
R-SYN-0000579,2025-12-31,Frozen Dumplings,UrbanHarvest,Listeria monocytogenes risk,III,WA;CO
R-SYN-0000580,2026-01-19,Organic Spinach,Green Valley,Undeclared peanut allergen,III,NV;NY;CA
R-SYN-0000581,2026-02-15,Whole Milk,UrbanHarvest,Possible metal fragments,I,OR;CA;AZ;NY
R-SYN-0000582,2025-12-09,Fresh Salad Mix,Green Valley,Packaging integrity issue,III,NV;NY;CA
R-SYN-0000583,2025-12-28,Fresh Salad Mix,TrailJoy,Listeria monocytogenes risk,I,AZ;CO;OR
R-SYN-0000584,2026-03-15,Protein Shake,FarmNest,Packaging integrity issue,II,OR;NY
R-SYN-0000585,2026-02-04,Greek Yogurt,FarmNest,Possible metal fragments,I,TX;NY;CO;UT
R-SYN-0000586,2025-12-28,Organic Spinach,UrbanHarvest,Listeria monocytogenes risk,III,OR;NY;NV;TX
R-SYN-0000587,2026-03-18,Greek Yogurt,FarmNest,Potential E. coli contamination,II,WA;UT;TX
R-SYN-0000588,2026-01-03,Organic Spinach,UrbanHarvest,Potential E. coli contamination,II,CO;AZ;TX;WA
R-SYN-0000589,2026-01-28,Chicken Nuggets,FarmNest,Undeclared peanut allergen,I,ALL
R-SYN-0000590,2025-12-24,Organic Spinach,PeakFuel,Listeria monocytogenes risk,I,WA;TX
R-SYN-0000591,2026-03-09,Chicken Nuggets,DailySource,Possible metal fragments,III,NV;CA;OR
R-SYN-0000592,2025-12-27,Fresh Salad Mix,UrbanHarvest,Listeria monocytogenes risk,II,UT;CA;OR;CO
R-SYN-0000593,2026-02-02,Chicken Nuggets,Green Valley,Undeclared peanut allergen,II,CA;NV;OR;AZ
R-SYN-0000594,2026-03-25,Protein Shake,PeakFuel,Listeria monocytogenes risk,II,CO;NY;WA
R-SYN-0000595,2026-02-22,Organic Spinach,FarmNest,Listeria monocytogenes risk,III,UT;TX;CO;OR
R-SYN-0000596,2025-12-01,Greek Yogurt,PureRoot,Listeria monocytogenes risk,I,ALL
R-SYN-0000597,2026-02-01,Protein Shake,DailySource,Potential E. coli contamination,I,NY;TX;CA;NV
R-SYN-0000598,2025-12-31,Chicken Nuggets,UrbanHarvest,Potential E. coli contamination,II,NY;NV;OR;WA
R-SYN-0000599,2026-03-26,Greek Yogurt,UrbanHarvest,Packaging integrity issue,III,NY;UT
R-SYN-0000600,2025-12-23,Organic Spinach,PureRoot,Possible metal fragments,I,OR;NY;CA
R-SYN-0000601,2025-12-06,Greek Yogurt,TrailJoy,Potential E. coli contamination,II,CO;UT;OR
R-SYN-0000602,2025-12-18,Organic Spinach,DailySource,Undeclared peanut allergen,I,NV;CO;CA
R-SYN-0000603,2026-01-14,Organic Spinach,TrailJoy,Packaging integrity issue,I,CA;NY
R-SYN-0000604,2026-03-13,Organic Spinach,UrbanHarvest,Potential E. coli contamination,I,ALL
R-SYN-0000605,2026-01-17,Granola Bars,UrbanHarvest,Potential E. coli contamination,I,NY;OR
R-SYN-0000606,2026-01-12,Greek Yogurt,DailySource,Packaging integrity issue,II,ALL
R-SYN-0000607,2025-12-23,Granola Bars,UrbanHarvest,Possible metal fragments,III,UT;TX;NY
R-SYN-0000608,2026-01-30,Greek Yogurt,SunBite,Possible metal fragments,I,WA;CA
R-SYN-0000609,2026-03-18,Frozen Dumplings,DailySource,Packaging integrity issue,III,NV;AZ;NY
R-SYN-0000610,2026-01-23,Whole Milk,FarmNest,Packaging integrity issue,II,CO;UT;NV;TX
R-SYN-0000611,2025-12-08,Protein Shake,PeakFuel,Undeclared peanut allergen,I,ALL
R-SYN-0000612,2026-01-10,Frozen Dumplings,TrailJoy,Packaging integrity issue,III,AZ;WA;CA
R-SYN-0000613,2026-01-09,Protein Shake,PeakFuel,Possible metal fragments,II,UT;AZ;NV;CA
R-SYN-0000614,2026-03-17,Whole Milk,UrbanHarvest,Listeria monocytogenes risk,II,NY;WA
R-SYN-0000615,2026-02-17,Whole Milk,DailySource,Listeria monocytogenes risk,II,NY;CO;NV
R-SYN-0000616,2026-01-22,Whole Milk,DailySource,Listeria monocytogenes risk,III,ALL
R-SYN-0000617,2026-01-24,Granola Bars,UrbanHarvest,Packaging integrity issue,II,AZ;UT;CA;TX
R-SYN-0000618,2026-02-24,Organic Spinach,UrbanHarvest,Listeria monocytogenes risk,II,NV;NY;OR;CA
R-SYN-0000619,2025-12-11,Granola Bars,UrbanHarvest,Potential E. coli contamination,I,ALL
R-SYN-0000620,2025-12-09,Protein Shake,UrbanHarvest,Listeria monocytogenes risk,III,OR;NY;CA;CO
R-SYN-0000621,2025-12-21,Organic Spinach,TrailJoy,Potential E. coli contamination,II,ALL
R-SYN-0000622,2026-01-29,Greek Yogurt,TrailJoy,Possible metal fragments,III,OR;AZ;TX;CA
R-SYN-0000623,2025-12-16,Greek Yogurt,TrailJoy,Potential E. coli contamination,II,TX;CA;NY;CO
R-SYN-0000624,2026-01-03,Frozen Dumplings,UrbanHarvest,Listeria monocytogenes risk,III,ALL
R-SYN-0000625,2025-12-23,Granola Bars,Green Valley,Packaging integrity issue,II,AZ;WA
R-SYN-0000626,2026-03-07,Granola Bars,PeakFuel,Packaging integrity issue,I,OR;NY
R-SYN-0000627,2026-03-11,Granola Bars,SunBite,Potential E. coli contamination,III,WA;AZ
R-SYN-0000628,2026-01-20,Whole Milk,PeakFuel,Undeclared peanut allergen,III,WA;NY;CA;CO
R-SYN-0000629,2026-01-12,Whole Milk,DailySource,Potential E. coli contamination,I,CA;TX;WA;UT
R-SYN-0000630,2026-03-20,Fresh Salad Mix,PureRoot,Undeclared peanut allergen,II,CO;AZ;NY;NV
R-SYN-0000631,2025-12-17,Protein Shake,SunBite,Listeria monocytogenes risk,II,ALL
R-SYN-0000632,2025-12-19,Chicken Nuggets,SunBite,Listeria monocytogenes risk,I,CO;WA;TX
R-SYN-0000633,2026-03-13,Granola Bars,UrbanHarvest,Listeria monocytogenes risk,I,AZ;CO;WA
R-SYN-0000634,2026-03-28,Frozen Dumplings,DailySource,Potential E. coli contamination,II,OR;AZ
R-SYN-0000635,2026-01-13,Greek Yogurt,SunBite,Listeria monocytogenes risk,III,UT;TX;NV
R-SYN-0000636,2026-02-21,Chicken Nuggets,PureRoot,Packaging integrity issue,II,NY;CO;WA;CA
R-SYN-0000637,2026-02-16,Protein Shake,PureRoot,Listeria monocytogenes risk,II,WA;NY;AZ;NV
R-SYN-0000638,2026-03-22,Chicken Nuggets,SunBite,Packaging integrity issue,II,CO;NY
R-SYN-0000639,2026-02-20,Fresh Salad Mix,SunBite,Packaging integrity issue,I,AZ;CO;UT
R-SYN-0000640,2026-01-06,Organic Spinach,SunBite,Undeclared peanut allergen,III,CA;NY;AZ;TX
R-SYN-0000641,2026-02-02,Granola Bars,PureRoot,Packaging integrity issue,II,AZ;OR;CO;UT
R-SYN-0000642,2026-02-21,Fresh Salad Mix,UrbanHarvest,Potential E. coli contamination,II,NV;NY;UT;CO
R-SYN-0000643,2026-03-24,Whole Milk,Green Valley,Potential E. coli contamination,II,TX;OR;NV
R-SYN-0000644,2026-03-28,Protein Shake,PureRoot,Packaging integrity issue,II,NV;UT;WA
R-SYN-0000645,2026-01-21,Protein Shake,FarmNest,Listeria monocytogenes risk,I,NV;NY;CO
R-SYN-0000646,2025-12-10,Greek Yogurt,FarmNest,Potential E. coli contamination,I,ALL
R-SYN-0000647,2025-12-29,Chicken Nuggets,PureRoot,Undeclared peanut allergen,I,CO;NV;OR
R-SYN-0000648,2026-03-08,Chicken Nuggets,PureRoot,Packaging integrity issue,III,NY;NV
R-SYN-0000649,2026-01-13,Organic Spinach,DailySource,Undeclared peanut allergen,II,AZ;CA;CO;OR
R-SYN-0000650,2026-01-29,Whole Milk,SunBite,Packaging integrity issue,II,UT;OR
R-SYN-0000651,2026-01-31,Frozen Dumplings,SunBite,Undeclared peanut allergen,II,TX;OR;CO;CA
R-SYN-0000652,2025-12-06,Whole Milk,Green Valley,Listeria monocytogenes risk,II,AZ;NV;NY;CO
R-SYN-0000653,2026-02-22,Greek Yogurt,Green Valley,Packaging integrity issue,II,OR;CA;AZ;WA
R-SYN-0000654,2026-01-16,Greek Yogurt,Green Valley,Possible metal fragments,III,CO;TX;UT
R-SYN-0000655,2026-01-26,Frozen Dumplings,PeakFuel,Possible metal fragments,I,CA;TX;OR
R-SYN-0000656,2026-03-09,Greek Yogurt,DailySource,Possible metal fragments,III,WA;CO;TX;OR
R-SYN-0000657,2025-12-11,Organic Spinach,UrbanHarvest,Potential E. coli contamination,III,CO;NV
R-SYN-0000658,2025-12-23,Fresh Salad Mix,TrailJoy,Listeria monocytogenes risk,II,AZ;CA;UT;NY
R-SYN-0000659,2025-12-25,Frozen Dumplings,Green Valley,Undeclared peanut allergen,II,UT;WA;CO
R-SYN-0000660,2026-01-03,Fresh Salad Mix,DailySource,Possible metal fragments,I,OR;CO
R-SYN-0000661,2026-02-11,Whole Milk,Green Valley,Potential E. coli contamination,III,OR;AZ;NY
R-SYN-0000662,2026-02-25,Frozen Dumplings,PeakFuel,Packaging integrity issue,II,WA;UT;OR;NY
R-SYN-0000663,2026-01-04,Greek Yogurt,UrbanHarvest,Packaging integrity issue,I,ALL
R-SYN-0000664,2026-03-23,Organic Spinach,PureRoot,Potential E. coli contamination,II,WA;OR;NY
R-SYN-0000665,2026-03-07,Organic Spinach,Green Valley,Packaging integrity issue,I,WA;TX;AZ;CA
R-SYN-0000666,2026-03-20,Greek Yogurt,PureRoot,Packaging integrity issue,III,NY;OR
R-SYN-0000667,2026-02-22,Chicken Nuggets,SunBite,Listeria monocytogenes risk,III,AZ;OR;TX
R-SYN-0000668,2025-12-22,Frozen Dumplings,PeakFuel,Potential E. coli contamination,II,OR;UT
R-SYN-0000669,2026-03-09,Chicken Nuggets,SunBite,Listeria monocytogenes risk,III,NY;CO;CA
R-SYN-0000670,2026-03-13,Fresh Salad Mix,TrailJoy,Packaging integrity issue,II,OR;TX;CA;NV
R-SYN-0000671,2026-03-22,Granola Bars,DailySource,Potential E. coli contamination,III,CA;UT;AZ;WA
R-SYN-0000672,2026-02-25,Greek Yogurt,UrbanHarvest,Listeria monocytogenes risk,II,CO;NV;WA
R-SYN-0000673,2025-12-13,Frozen Dumplings,TrailJoy,Potential E. coli contamination,II,TX;AZ;NY
R-SYN-0000674,2026-01-03,Granola Bars,PureRoot,Potential E. coli contamination,II,AZ;UT
R-SYN-0000675,2026-03-21,Chicken Nuggets,PeakFuel,Undeclared peanut allergen,I,ALL
R-SYN-0000676,2026-02-10,Protein Shake,PeakFuel,Listeria monocytogenes risk,III,CO;TX;AZ
R-SYN-0000677,2026-02-03,Protein Shake,FarmNest,Potential E. coli contamination,I,WA;CO;UT;CA
R-SYN-0000678,2025-12-20,Granola Bars,DailySource,Packaging integrity issue,III,CA;AZ
R-SYN-0000679,2026-03-24,Whole Milk,Green Valley,Listeria monocytogenes risk,I,UT;CO;AZ;OR
R-SYN-0000680,2026-03-12,Protein Shake,SunBite,Potential E. coli contamination,II,CO;CA
R-SYN-0000681,2026-02-28,Greek Yogurt,Green Valley,Undeclared peanut allergen,II,CO;NY
R-SYN-0000682,2025-12-15,Frozen Dumplings,SunBite,Potential E. coli contamination,II,TX;WA
R-SYN-0000683,2026-02-05,Whole Milk,PureRoot,Possible metal fragments,I,NY;AZ;NV;TX
R-SYN-0000684,2025-12-24,Organic Spinach,FarmNest,Possible metal fragments,I,NY;AZ;OR
R-SYN-0000685,2026-03-10,Chicken Nuggets,TrailJoy,Packaging integrity issue,I,ALL
R-SYN-0000686,2025-12-13,Fresh Salad Mix,FarmNest,Potential E. coli contamination,III,ALL
R-SYN-0000687,2026-03-31,Greek Yogurt,SunBite,Packaging integrity issue,III,NY;WA;TX
R-SYN-0000688,2026-01-09,Granola Bars,DailySource,Listeria monocytogenes risk,I,CA;NY;AZ;WA
R-SYN-0000689,2026-01-12,Frozen Dumplings,PeakFuel,Possible metal fragments,II,TX;UT
R-SYN-0000690,2026-01-11,Whole Milk,TrailJoy,Listeria monocytogenes risk,II,CA;WA;UT
R-SYN-0000691,2025-12-20,Greek Yogurt,DailySource,Listeria monocytogenes risk,I,CA;AZ
R-SYN-0000692,2026-02-23,Protein Shake,PureRoot,Possible metal fragments,I,CA;TX;AZ
R-SYN-0000693,2026-03-25,Greek Yogurt,FarmNest,Potential E. coli contamination,II,ALL
R-SYN-0000694,2025-12-07,Protein Shake,DailySource,Packaging integrity issue,II,AZ;WA;NV;CA
R-SYN-0000695,2026-02-18,Protein Shake,SunBite,Undeclared peanut allergen,II,WA;TX;UT
R-SYN-0000696,2026-01-16,Chicken Nuggets,Green Valley,Listeria monocytogenes risk,I,NY;NV;UT
R-SYN-0000697,2026-03-14,Chicken Nuggets,TrailJoy,Possible metal fragments,III,CA;UT
R-SYN-0000698,2026-02-24,Greek Yogurt,SunBite,Listeria monocytogenes risk,II,WA;OR;CO
R-SYN-0000699,2026-03-11,Greek Yogurt,TrailJoy,Potential E. coli contamination,II,CO;UT
R-SYN-0000700,2026-02-24,Organic Spinach,PureRoot,Undeclared peanut allergen,I,NY;CA
R-SYN-0000701,2026-02-06,Organic Spinach,Green Valley,Listeria monocytogenes risk,II,UT;NV;WA
R-SYN-0000702,2025-12-18,Frozen Dumplings,DailySource,Listeria monocytogenes risk,I,NV;WA
R-SYN-0000703,2026-03-15,Whole Milk,PeakFuel,Undeclared peanut allergen,II,ALL
R-SYN-0000704,2026-01-29,Granola Bars,FarmNest,Listeria monocytogenes risk,III,CO;UT
R-SYN-0000705,2025-12-23,Greek Yogurt,PureRoot,Undeclared peanut allergen,II,CA;TX;WA
R-SYN-0000706,2025-12-07,Whole Milk,Green Valley,Possible metal fragments,II,UT;WA;NV;AZ
R-SYN-0000707,2026-03-21,Whole Milk,Green Valley,Packaging integrity issue,III,TX;NV
R-SYN-0000708,2026-02-13,Chicken Nuggets,Green Valley,Possible metal fragments,II,TX;WA;UT;NY
R-SYN-0000709,2026-03-01,Frozen Dumplings,DailySource,Packaging integrity issue,III,WA;AZ;NY;NV
R-SYN-0000710,2026-01-26,Fresh Salad Mix,PeakFuel,Potential E. coli contamination,I,UT;TX;WA
R-SYN-0000711,2025-12-31,Granola Bars,DailySource,Packaging integrity issue,II,TX;WA;CO;CA
R-SYN-0000712,2026-03-21,Fresh Salad Mix,FarmNest,Possible metal fragments,III,ALL
R-SYN-0000713,2026-03-10,Granola Bars,SunBite,Undeclared peanut allergen,II,CA;OR;WA;AZ
R-SYN-0000714,2026-01-21,Greek Yogurt,DailySource,Possible metal fragments,II,OR;WA
R-SYN-0000715,2026-03-23,Organic Spinach,TrailJoy,Packaging integrity issue,II,AZ;CO;OR
R-SYN-0000716,2026-01-05,Chicken Nuggets,DailySource,Possible metal fragments,II,NY;OR;TX
R-SYN-0000717,2026-01-29,Whole Milk,PeakFuel,Potential E. coli contamination,I,NY;OR
R-SYN-0000718,2026-03-08,Greek Yogurt,FarmNest,Undeclared peanut allergen,I,ALL
R-SYN-0000719,2026-02-19,Greek Yogurt,DailySource,Possible metal fragments,II,CA;AZ;NY;TX
R-SYN-0000720,2026-02-12,Chicken Nuggets,FarmNest,Packaging integrity issue,I,CO;NY;WA
R-SYN-0000721,2025-12-03,Whole Milk,FarmNest,Potential E. coli contamination,III,AZ;OR;WA;NY
R-SYN-0000722,2025-12-01,Greek Yogurt,DailySource,Possible metal fragments,II,NY;TX
R-SYN-0000723,2026-02-20,Organic Spinach,PureRoot,Packaging integrity issue,III,AZ;CA
R-SYN-0000724,2026-01-13,Protein Shake,TrailJoy,Possible metal fragments,I,ALL
R-SYN-0000725,2025-12-13,Chicken Nuggets,SunBite,Packaging integrity issue,II,UT;CA;AZ;NY
R-SYN-0000726,2026-02-09,Greek Yogurt,PureRoot,Possible metal fragments,II,ALL
R-SYN-0000727,2026-02-15,Whole Milk,PeakFuel,Listeria monocytogenes risk,III,ALL
R-SYN-0000728,2025-12-28,Chicken Nuggets,PureRoot,Listeria monocytogenes risk,I,NV;NY;UT
R-SYN-0000729,2026-01-15,Frozen Dumplings,FarmNest,Undeclared peanut allergen,I,AZ;TX;OR;WA
R-SYN-0000730,2026-03-20,Organic Spinach,PureRoot,Possible metal fragments,II,NY;WA;TX;CO
R-SYN-0000731,2026-02-22,Chicken Nuggets,Green Valley,Possible metal fragments,III,CO;WA;CA;NV
R-SYN-0000732,2026-03-12,Granola Bars,PeakFuel,Listeria monocytogenes risk,I,NV;NY;WA
R-SYN-0000733,2025-12-05,Protein Shake,Green Valley,Potential E. coli contamination,II,AZ;CO
R-SYN-0000734,2026-01-18,Fresh Salad Mix,PeakFuel,Listeria monocytogenes risk,III,UT;CA;NV
R-SYN-0000735,2026-02-26,Greek Yogurt,Green Valley,Undeclared peanut allergen,I,AZ;NY
R-SYN-0000736,2026-03-25,Granola Bars,UrbanHarvest,Listeria monocytogenes risk,II,OR;UT
R-SYN-0000737,2026-01-23,Frozen Dumplings,TrailJoy,Undeclared peanut allergen,II,UT;AZ
R-SYN-0000738,2025-12-10,Whole Milk,PeakFuel,Possible metal fragments,II,UT;AZ
R-SYN-0000739,2025-12-16,Greek Yogurt,Green Valley,Undeclared peanut allergen,II,NV;AZ;TX
R-SYN-0000740,2026-03-18,Protein Shake,FarmNest,Packaging integrity issue,I,UT;TX;WA;NV
R-SYN-0000741,2025-12-04,Frozen Dumplings,SunBite,Undeclared peanut allergen,III,AZ;NY;NV
R-SYN-0000742,2026-02-03,Whole Milk,FarmNest,Possible metal fragments,I,NY;UT
R-SYN-0000743,2026-01-02,Protein Shake,PeakFuel,Undeclared peanut allergen,I,TX;UT;CA
R-SYN-0000744,2025-12-22,Chicken Nuggets,PureRoot,Potential E. coli contamination,I,ALL
R-SYN-0000745,2026-01-06,Organic Spinach,DailySource,Potential E. coli contamination,III,ALL
R-SYN-0000746,2026-02-21,Organic Spinach,SunBite,Potential E. coli contamination,III,NY;AZ
R-SYN-0000747,2026-03-28,Frozen Dumplings,FarmNest,Possible metal fragments,III,UT;WA
R-SYN-0000748,2026-01-26,Frozen Dumplings,SunBite,Packaging integrity issue,II,WA;OR;TX;CO
R-SYN-0000749,2026-03-31,Frozen Dumplings,TrailJoy,Packaging integrity issue,III,NY;CO;AZ;CA
R-SYN-0000750,2026-03-08,Whole Milk,PureRoot,Listeria monocytogenes risk,I,AZ;TX
R-SYN-0000751,2026-01-31,Frozen Dumplings,FarmNest,Listeria monocytogenes risk,II,CA;TX;NY;WA
R-SYN-0000752,2026-03-17,Fresh Salad Mix,PeakFuel,Listeria monocytogenes risk,II,WA;NV;NY
R-SYN-0000753,2025-12-12,Fresh Salad Mix,TrailJoy,Potential E. coli contamination,III,AZ;NY;CA;UT
R-SYN-0000754,2026-01-28,Frozen Dumplings,PureRoot,Listeria monocytogenes risk,II,NY;NV
R-SYN-0000755,2026-02-08,Frozen Dumplings,FarmNest,Potential E. coli contamination,II,NV;TX
R-SYN-0000756,2026-03-02,Fresh Salad Mix,DailySource,Possible metal fragments,II,OR;NV;NY;WA
R-SYN-0000757,2026-01-05,Fresh Salad Mix,DailySource,Packaging integrity issue,I,TX;OR
R-SYN-0000758,2026-01-28,Chicken Nuggets,TrailJoy,Undeclared peanut allergen,I,CO;CA
R-SYN-0000759,2026-03-09,Fresh Salad Mix,UrbanHarvest,Undeclared peanut allergen,I,UT;CO
R-SYN-0000760,2025-12-20,Chicken Nuggets,TrailJoy,Possible metal fragments,II,UT;AZ;NV
R-SYN-0000761,2025-12-11,Organic Spinach,Green Valley,Listeria monocytogenes risk,III,ALL
R-SYN-0000762,2026-02-02,Whole Milk,PureRoot,Listeria monocytogenes risk,II,ALL
R-SYN-0000763,2026-01-19,Granola Bars,FarmNest,Listeria monocytogenes risk,II,CO;TX;OR
R-SYN-0000764,2026-01-04,Chicken Nuggets,DailySource,Listeria monocytogenes risk,II,NV;OR
R-SYN-0000765,2026-01-27,Fresh Salad Mix,UrbanHarvest,Possible metal fragments,I,ALL
R-SYN-0000766,2026-03-26,Greek Yogurt,UrbanHarvest,Possible metal fragments,III,AZ;NV;CA;WA
R-SYN-0000767,2026-02-15,Whole Milk,PureRoot,Possible metal fragments,I,OR;TX
R-SYN-0000768,2025-12-05,Frozen Dumplings,PeakFuel,Potential E. coli contamination,I,ALL
R-SYN-0000769,2026-02-18,Organic Spinach,DailySource,Listeria monocytogenes risk,II,CA;CO;OR
R-SYN-0000770,2026-03-29,Whole Milk,PureRoot,Packaging integrity issue,II,TX;WA;NY
R-SYN-0000771,2026-01-27,Whole Milk,FarmNest,Packaging integrity issue,I,CO;TX
R-SYN-0000772,2025-12-14,Protein Shake,PeakFuel,Possible metal fragments,I,WA;TX;AZ
R-SYN-0000773,2025-12-13,Frozen Dumplings,UrbanHarvest,Possible metal fragments,I,NV;WA;NY
R-SYN-0000774,2025-12-20,Frozen Dumplings,PeakFuel,Packaging integrity issue,III,AZ;WA;CO;NV
R-SYN-0000775,2026-02-27,Chicken Nuggets,FarmNest,Potential E. coli contamination,II,CO;WA
